Date,Open,High,Low,Close,Adj Close,Volume
20180921,293.089996,293.220001,291.809998,291.98999,283.234467,105479700
20180924,291.339996,291.5,290.369995,291.019989,282.293549,53409600
20180925,291.529999,291.649994,290.480011,290.75,282.031647,44370000
20180926,290.910004,292.23999,289.410004,289.880005,281.187744,79739700
20180927,290.410004,291.910004,290.100006,290.690002,281.97345,59249500
20180928,289.98999,291.279999,289.950012,290.720001,282.002502,70091400
20181001,292.109985,292.929993,290.980011,291.730011,282.9823,62078900
20181002,291.559998,292.359985,291.140015,291.559998,282.817352,47258200
20181003,292.73999,293.209991,291.320007,291.720001,282.972595,64694600
20181004,291.179993,291.23999,287.660004,289.440002,280.760895,111545900
20181005,289.690002,290.269989,286.220001,287.820007,279.189484,105951700
20181008,287.049988,288.220001,285.5,287.820007,279.189484,87742200
20181009,287.390015,288.859985,286.769989,287.399994,278.782104,74339000
20181010,286.829987,286.910004,277.880005,278.299988,269.954987,214731000
20181011,277.079987,278.899994,270.359985,272.170013,264.008789,274840500
