datetime,open,high,low,close,volume
2020-03-13 09:30:00,263.14999389648443,264.1099853515625,259.07998657226557,259.1099853515625,22708164
2020-03-13 09:40:00,259.1199951171875,260.07000732421875,256.8800048828125,258.6395874023437,11754564
2020-03-13 09:50:00,258.6400146484375,258.64999389648443,255.3500061035156,256.5599975585937,11187120
2020-03-13 10:00:00,256.5599975585937,258.32998657226557,255.6499938964844,257.3599853515625,8244424
2020-03-13 10:10:00,257.3599853515625,260.85000610351557,256.67999267578125,260.48001098632807,9866487
2020-03-13 10:20:00,260.48001098632807,261.54000854492193,259.0,259.32998657226557,9751798
2020-03-13 10:30:00,259.27999877929693,259.77999877929693,257.54000854492193,258.0599975585937,7532373
2020-03-13 10:40:00,258.07000732421875,258.1300048828125,256.45999145507807,256.67999267578125,8435713
2020-03-13 10:50:00,256.67999267578125,257.239990234375,254.2100067138672,254.44000244140625,8060253
2020-03-13 11:00:00,254.42999267578125,256.58999633789057,254.41000366210938,256.45001220703125,6005958
2020-03-13 11:10:00,256.47000122070307,257.10000610351557,254.75999450683597,255.47999572753903,8156438
2020-03-13 11:20:00,255.41000366210938,256.29998779296875,252.4199981689453,252.4199981689453,5899228
2020-03-13 11:30:00,252.4199981689453,253.22000122070312,250.6199951171875,251.7100067138672,7244708
2020-03-13 11:40:00,251.69000244140625,251.75,249.5800018310547,249.6999969482422,6849507
2020-03-13 11:50:00,249.6199951171875,253.8800048828125,249.5800018310547,252.97999572753903,6790277
2020-03-13 12:00:00,253.0399932861328,253.25,250.8699951171875,252.1199951171875,4366692
2020-03-13 12:10:00,252.7400054931641,253.66000366210938,252.0,252.7100067138672,4179146
2020-03-13 12:20:00,253.13999938964844,253.13999938964844,252.07000732421875,252.22000122070312,3039781
2020-03-13 12:30:00,252.80999755859372,255.1699981689453,252.80999755859372,254.82000732421875,4672884
2020-03-13 12:40:00,255.9600067138672,256.82000732421875,255.9600067138672,256.739990234375,5075288
2020-03-13 12:50:00,257.54998779296875,257.54998779296875,255.22000122070312,255.33999633789062,4483219
2020-03-13 13:00:00,255.7700042724609,255.7700042724609,254.3000030517578,254.66729736328125,3455219
2020-03-13 13:10:00,254.6000061035156,256.739990234375,254.6000061035156,256.739990234375,3376344
2020-03-13 13:20:00,256.7449951171875,258.89999389648443,256.69000244140625,258.64999389648443,4032480
2020-03-13 13:30:00,259.27999877929693,259.32998657226557,256.75,257.79998779296875,4203791
2020-03-13 13:40:00,258.8900146484375,259.3900146484375,258.2239990234375,259.21148681640625,3211856
2020-03-13 13:50:00,259.760009765625,260.1199951171875,258.6300048828125,259.32998657226557,3572822
2020-03-13 14:00:00,259.29000854492193,259.3699951171875,255.4199981689453,256.69000244140625,6483924
2020-03-13 14:10:00,256.70999145507807,257.760009765625,256.17001342773443,256.58999633789057,4643513
2020-03-13 14:20:00,256.58999633789057,257.25,255.47000122070312,255.66000366210938,4136360
2020-03-13 14:30:00,255.63999938964844,256.04998779296875,254.0800018310547,254.27769470214844,6072335
2020-03-13 14:40:00,254.3000030517578,257.260009765625,253.6999969482422,255.97000122070312,5824361
2020-03-13 14:50:00,255.96060180664062,257.19000244140625,255.55999755859372,257.01998901367193,3862677
2020-03-13 15:00:00,256.98001098632807,258.60000610351557,256.57000732421875,258.510009765625,4424026
2020-03-13 15:10:00,258.07998657226557,258.6199951171875,256.07000732421875,257.989990234375,10299189
2020-03-13 15:20:00,257.98001098632807,259.58999633789057,257.32998657226557,258.97000122070307,5934871
2020-03-13 15:30:00,258.97000122070307,259.70999145507807,253.25,258.45010375976557,11779698
2020-03-13 15:40:00,258.45001220703125,263.6400146484375,257.0,263.57998657226557,13318045
2020-03-13 15:50:00,263.60000610351557,271.04998779296875,263.58999633789057,270.739990234375,30508659
