datetime,open,high,low,close,volume
2020-03-17 09:30:00,245.5399932861328,246.8300018310547,244.0,244.7700042724609,11396986
2020-03-17 09:35:00,244.7899932861328,244.86959838867188,241.1999969482422,241.52999877929688,4314106
2020-03-17 09:40:00,241.5500030517578,241.8699951171875,239.42999267578125,239.58999633789062,4303847
2020-03-17 09:45:00,239.58999633789062,243.25999450683597,239.5850067138672,240.8999938964844,6633210
2020-03-17 09:50:00,240.8999938964844,240.94000244140625,238.0,238.05499267578125,4353190
2020-03-17 09:55:00,238.0800018310547,239.67999267578125,237.6699981689453,238.16000366210938,4669890
2020-03-17 10:00:00,238.16000366210938,239.9199981689453,237.07000732421875,239.90350341796875,4680991
2020-03-17 10:05:00,239.91000366210938,241.85499572753903,239.3800048828125,240.8500061035156,5281850
2020-03-17 10:10:00,240.8500061035156,242.7100067138672,240.75999450683597,241.55999755859372,2647597
2020-03-17 10:15:00,241.6000061035156,243.25,240.5,242.1699981689453,3107251
2020-03-17 10:20:00,242.2400054931641,243.8699951171875,241.3300018310547,242.1199951171875,2861763
2020-03-17 10:25:00,242.125,244.4499969482422,242.08999633789062,243.75,1928418
2020-03-17 10:30:00,243.75,244.80999755859372,242.6699981689453,242.72000122070312,2323639
2020-03-17 10:35:00,242.7100982666016,244.48800659179688,241.6199951171875,242.8699951171875,1913455
2020-03-17 10:40:00,242.92999267578125,244.6999969482422,242.17010498046875,244.47999572753903,2250532
2020-03-17 10:45:00,244.4900054931641,245.8300018310547,243.1100006103516,245.0,6441766
2020-03-17 10:50:00,245.0,245.0500030517578,243.02999877929688,244.05999755859372,3523945
2020-03-17 10:55:00,244.0800018310547,245.63999938964844,243.1499938964844,245.2250061035156,2024962
2020-03-17 11:00:00,245.22000122070312,245.9600067138672,244.41000366210938,245.6100006103516,1863570
2020-03-17 11:05:00,245.7100067138672,247.8300018310547,245.57000732421875,247.5699005126953,2300287
2020-03-17 11:10:00,247.57000732421875,249.47000122070312,247.5,249.42999267578125,2952917
2020-03-17 11:15:00,249.4268951416016,250.5,248.16000366210938,250.42999267578125,3902045
2020-03-17 11:20:00,250.41000366210938,250.57000732421875,248.0,248.3600006103516,2969161
2020-03-17 11:25:00,248.3500061035156,249.77999877929688,248.1699981689453,248.481201171875,2535674
2020-03-17 11:30:00,248.47999572753903,250.47000122070312,248.3999938964844,249.43499755859372,2061045
2020-03-17 11:35:00,249.43499755859372,249.4900054931641,247.1999969482422,247.6450042724609,1794250
2020-03-17 11:40:00,247.63499450683597,250.3600006103516,247.40499877929688,249.00999450683597,1728873
2020-03-17 11:45:00,249.02999877929688,250.32000732421875,248.7700042724609,249.80999755859372,1860739
2020-03-17 11:50:00,249.8300018310547,251.19000244140625,249.4900054931641,251.1199951171875,3317266
2020-03-17 11:55:00,251.1300048828125,251.6000061035156,249.4900054931641,251.02999877929688,4049608
2020-03-17 12:00:00,251.0399932861328,251.6100006103516,250.44000244140625,251.4499969482422,2883970
2020-03-17 12:05:00,251.4499969482422,255.1300048828125,251.4499969482422,255.0399932861328,5097862
2020-03-17 12:10:00,255.0500030517578,256.02999877929693,254.41000366210938,255.8999938964844,3280142
2020-03-17 12:15:00,254.00999450683597,254.1100006103516,252.97999572753903,253.8699951171875,3601288
2020-03-17 12:20:00,253.00999450683597,253.00999450683597,251.5200042724609,251.55999755859372,2843177
2020-03-17 12:25:00,251.3699951171875,251.3699951171875,250.5,250.5,2290975
2020-03-17 12:30:00,250.4900054931641,251.4750061035156,250.1100006103516,250.80999755859372,2443639
2020-03-17 12:35:00,250.3000030517578,250.33999633789062,249.3600006103516,249.3600006103516,2803220
2020-03-17 12:40:00,249.00999450683597,249.38999938964844,248.47999572753903,248.82000732421875,2605204
2020-03-17 12:45:00,249.2400054931641,249.3300018310547,248.8699951171875,248.94000244140625,1600582
2020-03-17 12:50:00,248.6150054931641,248.6150054931641,247.7100067138672,248.2550048828125,2473765
2020-03-17 12:55:00,248.3600006103516,249.1000061035156,247.8600006103516,249.1000061035156,1258598
2020-03-17 13:00:00,249.1300048828125,250.1000061035156,248.5841064453125,248.75,1977556
2020-03-17 13:05:00,249.42999267578125,249.47999572753903,247.60499572753903,247.60499572753903,2261302
2020-03-17 13:10:00,246.47999572753903,246.9949951171875,245.8500061035156,245.94000244140625,2154327
2020-03-17 13:15:00,245.6000061035156,246.44000244140625,245.0926971435547,246.41000366210938,2570230
2020-03-17 13:20:00,246.7998962402344,247.17010498046875,246.01499938964844,246.8999938964844,2057256
2020-03-17 13:25:00,246.5,246.97999572753903,246.2350006103516,246.8600006103516,1025475
2020-03-17 13:30:00,246.3999938964844,248.25999450683597,246.3999938964844,248.25999450683597,2254085
2020-03-17 13:35:00,248.3800048828125,248.82000732421875,247.70989990234372,248.82000732421875,1348117
2020-03-17 13:40:00,249.1499938964844,249.2982940673828,248.6499938964844,249.2982940673828,1370347
2020-03-17 13:45:00,249.4499969482422,250.3000030517578,249.4499969482422,249.7899932861328,4554503
2020-03-17 13:50:00,250.1100006103516,250.1100006103516,248.92999267578125,249.27999877929688,1429125
2020-03-17 13:55:00,250.00999450683597,250.00999450683597,249.52999877929688,249.6201019287109,1236875
2020-03-17 14:00:00,249.8000030517578,249.80999755859372,248.57000732421875,249.6699981689453,1676046
2020-03-17 14:05:00,250.75999450683597,251.5200042724609,250.75999450683597,251.5200042724609,2205152
2020-03-17 14:10:00,252.1199951171875,252.1199951171875,251.0901031494141,251.6999969482422,2034918
2020-03-17 14:15:00,252.1300048828125,253.33999633789062,252.1300048828125,253.19000244140625,2387016
2020-03-17 14:20:00,253.38999938964844,253.38999938964844,250.88499450683597,250.88499450683597,2378573
2020-03-17 14:25:00,251.6197052001953,252.69000244140625,251.6197052001953,252.67999267578125,2264879
2020-03-17 14:30:00,253.9199981689453,253.9199981689453,252.9600067138672,253.72000122070312,1818492
2020-03-17 14:35:00,254.55999755859372,254.55999755859372,253.10009765625,253.91000366210938,3144243
2020-03-17 14:40:00,253.42999267578125,254.1999969482422,252.3500061035156,252.3500061035156,2208718
2020-03-17 14:45:00,252.00999450683597,252.3500061035156,249.93499755859372,250.17999267578125,2454746
2020-03-17 14:50:00,250.44000244140625,250.44000244140625,249.2400054931641,249.69000244140625,2629492
2020-03-17 14:55:00,249.75999450683597,251.00750732421875,249.75999450683597,251.00750732421875,1850740
2020-03-17 15:00:00,250.0200042724609,250.0200042724609,247.97999572753903,248.1100006103516,4096259
2020-03-17 15:05:00,248.15499877929688,249.44000244140625,247.3500061035156,249.3800048828125,2830747
2020-03-17 15:10:00,249.8600006103516,250.1999969482422,249.4199981689453,249.7400054931641,1835794
2020-03-17 15:15:00,250.33999633789062,250.33999633789062,249.3699951171875,249.3999938964844,1514373
2020-03-17 15:20:00,248.3800048828125,249.5399932861328,248.343505859375,248.80499267578125,2012939
2020-03-17 15:25:00,248.3000030517578,248.47000122070312,247.7100067138672,248.0500030517578,2565964
2020-03-17 15:30:00,248.6999969482422,250.22999572753903,248.62120056152344,249.4900054931641,2830291
2020-03-17 15:35:00,250.74989318847656,251.1699981689453,250.67990112304688,251.1699981689453,2859540
2020-03-17 15:40:00,251.5500030517578,253.3800048828125,251.25,252.83990478515625,3782243
2020-03-17 15:45:00,251.5800018310547,253.05999755859372,250.72999572753903,252.10499572753903,4731246
2020-03-17 15:50:00,252.10499572753903,253.33999633789062,249.47999572753903,251.8800048828125,6680543
2020-03-17 15:55:00,251.8500061035156,254.4499969482422,250.91000366210938,254.4499969482422,12136260
