datetime,open,high,low,close,volume,adj close
2020-03-25 09:30:00,244.8699951171875,245.1300048828125,242.5399932861328,242.77000427246094,11734928,242.77000427246094
2020-03-25 09:31:00,242.75999450683594,244.0399932861328,242.58999633789062,243.4499969482422,1159535,243.4499969482422
2020-03-25 09:32:00,243.4499969482422,244.5,243.38999938964844,244.41000366210938,1154492,244.41000366210938
2020-03-25 09:33:00,244.3699951171875,246.11000061035156,244.1699981689453,245.92979431152344,1405231,245.92979431152344
2020-03-25 09:34:00,245.9199981689453,246.6999969482422,245.52000427246094,246.64999389648438,904755,246.64999389648438
2020-03-25 09:35:00,246.64999389648438,247.49000549316406,246.24000549316406,247.14999389648438,1592785,247.14999389648438
2020-03-25 09:36:00,247.16000366210938,248.32000732421875,246.92999267578125,248.27999877929688,1446540,248.27999877929688
2020-03-25 09:37:00,248.29989624023438,248.47000122070312,247.5800018310547,248.10499572753906,2100278,248.10499572753906
2020-03-25 09:38:00,248.1300048828125,248.64999389648438,247.72000122070312,248.62449645996094,1333542,248.62449645996094
2020-03-25 09:39:00,248.63999938964844,249.22000122070312,248.5,249.14999389648438,2108362,249.14999389648438
2020-03-25 09:40:00,249.14999389648438,249.19000244140625,248.58999633789062,249.0500030517578,4166443,249.0500030517578
2020-03-25 09:41:00,249.0500030517578,249.10000610351562,247.9600067138672,248.33999633789062,3574653,248.33999633789062
2020-03-25 09:42:00,248.33999633789062,248.6699981689453,248.19000244140625,248.5,1764867,248.5
2020-03-25 09:43:00,248.50250244140625,248.52999877929688,247.4600067138672,247.92999267578125,1787776,247.92999267578125
2020-03-25 09:44:00,247.9499969482422,248.07000732421875,247.30999755859375,247.7899932861328,1687174,247.7899932861328
2020-03-25 09:45:00,247.8000030517578,247.88999938964844,246.97999572753906,247.02000427246094,1397677,247.02000427246094
2020-03-25 09:46:00,247.00999450683594,247.50999450683594,246.41000366210938,246.41000366210938,1805699,246.41000366210938
2020-03-25 09:47:00,246.39999389648438,246.7100067138672,246.0749969482422,246.35000610351562,1334461,246.35000610351562
